STATUS	DISPLAY_TEXT	DELETED	LAST_UPDATE	CUSTNO	DUETO	IS_INSURANCE	ORDER_INDEX	UPDATE_USER	CREATE_USER	ENTERED	DEL_USER	DEL_DATE
10114593	APPEAL NEEDED AT %s	N	04/04/2025 17:37:53	10032272	I	Y	23	derrick.vantage	derrick.vantage	04/04/2025 17:37:53		
10114594	SECONDARY BILLING REVIEW AT %s	N	04/04/2025 17:37:53	10032272	I	Y	82	derrick.vantage	derrick.vantage	04/04/2025 17:37:53		
10114595	REPRICING APPEAL DENIED AT %s	N	04/04/2025 17:37:53	10032272	I	Y	72	derrick.vantage	derrick.vantage	04/04/2025 17:37:53		
10114596	PTM INVOICE 1 SENT	N	04/04/2025 17:37:53	10032272	P	N	62	derrick.vantage	derrick.vantage	04/04/2025 17:37:53		
10114597	PTM INVOICE 2 SENT	N	04/04/2025 17:37:53	10032272	P	N	63	derrick.vantage	derrick.vantage	04/04/2025 17:37:53		
10114598	RECOUPMENT DISPUTED AT %s	N	04/04/2025 17:37:53	10032272	I	Y	70	derrick.vantage	derrick.vantage	04/04/2025 17:37:53		
10114599	CORRECTED CLAIM NEEDED AT %s	N	04/04/2025 17:37:53	10032272	I	Y	35	derrick.vantage	derrick.vantage	04/04/2025 17:37:53		
10114600	PTM INVOICE 3 SENT	N	04/04/2025 17:37:53	10032272	P	N	64	derrick.vantage	derrick.vantage	04/04/2025 17:37:53		
10114601	DENIED-DUPLICATE AT %s	N	04/04/2025 17:37:53	10032272	I	Y	43	derrick.vantage	derrick.vantage	04/04/2025 17:37:53		
10114602	MEDICAL RECORDS SENT TO %s	N	04/04/2025 17:37:53	10032272	I	Y	53	derrick.vantage	derrick.vantage	04/04/2025 17:37:53		
10114603	REVIEW FOR WRITE OFF -DO NOT BILL BENEFITS	N	04/04/2025 17:37:53	10032272	I	N	78	derrick.vantage	derrick.vantage	04/04/2025 17:37:53		
10114604	UNDERPAID AT INN %s	N	04/04/2025 17:37:53	10032272	I	Y	86	derrick.vantage	derrick.vantage	04/04/2025 17:37:53		
10114605	SENT TO UR FOR INSURANCE AUTH APPEAL DOCUMENTATION	N	04/04/2025 17:37:53	10032272	I	N	84	derrick.vantage	derrick.vantage	04/04/2025 17:37:53		
10114606	DENIED-COORDINATION OF BENEFITS AT %s	N	04/04/2025 17:37:53	10032272	I	Y	40	derrick.vantage	derrick.vantage	04/04/2025 17:37:53		
10114607	PENDING PAYMENT AT %s	N	04/04/2025 17:37:53	10032272	I	Y	59	derrick.vantage	derrick.vantage	04/04/2025 17:37:53		
10114608	DENIAL ADJUSTMENT	N	04/04/2025 17:37:53	10032272	P	N	49	derrick.vantage	derrick.vantage	04/04/2025 17:37:53		
10114609	BENEFITS ISSUE RESOLVED AT %s	N	04/04/2025 17:37:53	10032272	I	Y	27	derrick.vantage	derrick.vantage	04/04/2025 17:37:53		
10114610	DENIED-INSUFFICIENT BENEFITS AT %s	N	04/04/2025 17:37:53	10032272	I	Y	44	derrick.vantage	derrick.vantage	04/04/2025 17:37:53		
10114611	MED RECS IN PROCESS	N	04/04/2025 17:37:53	10032272	I	N	57	derrick.vantage	derrick.vantage	04/04/2025 17:37:53		
10114612	CLAIM MAILED TO %s	N	04/04/2025 17:37:53	10032272	I	Y	34	derrick.vantage	derrick.vantage	04/04/2025 17:37:53		
10114613	REVIEW FOR WRITE OFF-CHARGE BALANCE	N	04/04/2025 17:37:53	10032272	I	N	77	derrick.vantage	derrick.vantage	04/04/2025 17:37:53		
10114614	SECOND LEVEL APPEAL AT %s	N	04/04/2025 17:37:53	10032272	I	Y	81	derrick.vantage	derrick.vantage	04/04/2025 17:37:53		
10114615	BILLING HOLD-HOURS	N	04/04/2025 17:37:53	10032272	I	N	30	derrick.vantage	derrick.vantage	04/04/2025 17:37:53		
10114616	PENDING OFFSET	N	04/04/2025 17:37:53	10032272	I	N	60	derrick.vantage	derrick.vantage	04/04/2025 17:37:53		
10114617	TIMELY FILING AT %s	N	04/04/2025 17:37:53	10032272	I	Y	85	derrick.vantage	derrick.vantage	04/04/2025 17:37:53		
10114618	CREDENTIALING ISSUE RESOLVED AT %s	N	04/04/2025 17:37:53	10032272	I	Y	37	derrick.vantage	derrick.vantage	04/04/2025 17:37:53		
10114619	CLAIM FAXED TO %s	N	04/04/2025 17:37:53	10032272	I	Y	33	derrick.vantage	derrick.vantage	04/04/2025 17:37:53		
10114620	REPRICING PAYMENT PENDING AT %s	N	04/04/2025 17:37:53	10032272	I	Y	75	derrick.vantage	derrick.vantage	04/04/2025 17:37:53		
10114621	REPRICING OF CLAIM IN PROCESS AT %s	N	04/04/2025 17:37:53	10032272	I	Y	71	derrick.vantage	derrick.vantage	04/04/2025 17:37:53		
10114622	RECOUPMENT REQUESTED AT %s	N	04/04/2025 17:37:53	10032272	I	Y	68	derrick.vantage	derrick.vantage	04/04/2025 17:37:53		
10114623	DENIED-NO AUTH ON FILE AT %s	N	04/04/2025 17:37:53	10032272	I	Y	46	derrick.vantage	derrick.vantage	04/04/2025 17:37:53		
10114624	MEDICAL RECORDS APPEAL NEEDED AT %s	N	04/04/2025 17:37:53	10032272	I	Y	54	derrick.vantage	derrick.vantage	04/04/2025 17:37:53		
10114625	APPEAL SENT TO %s	N	04/04/2025 17:37:53	10032272	I	Y	24	derrick.vantage	derrick.vantage	04/04/2025 17:37:53		
10114626	PENDING APPEAL LETTER SUBMISSION TO %s	N	04/04/2025 17:37:53	10032272	I	Y	66	derrick.vantage	derrick.vantage	04/04/2025 17:37:53		
10114627	APPEAL CONFIRMED AT %s	N	04/04/2025 17:37:53	10032272	I	Y	22	derrick.vantage	derrick.vantage	04/04/2025 17:37:53		
10114628	DENIED-AUDIT AT %s	N	04/04/2025 17:37:53	10032272	I	Y	38	derrick.vantage	derrick.vantage	04/04/2025 17:37:53		
10114629	CREDENTIALING DOCS SENT TO %s	N	04/04/2025 17:37:53	10032272	I	Y	36	derrick.vantage	derrick.vantage	04/04/2025 17:37:53		
10114630	PATIENT CONTACT NEEDED AT %s	N	04/04/2025 17:37:53	10032272	I	Y	61	derrick.vantage	derrick.vantage	04/04/2025 17:37:53		
10114631	REPRICING APPEAL NEEDED AT %s	N	04/04/2025 17:37:53	10032272	I	Y	73	derrick.vantage	derrick.vantage	04/04/2025 17:37:53		
10114632	APPROVED TO PAY AT %s	N	04/04/2025 17:37:53	10032272	I	Y	25	derrick.vantage	derrick.vantage	04/04/2025 17:37:53		
10114633	DENIED-POLICY TERMINATED AT %s	N	04/04/2025 17:37:53	10032272	I	Y	48	derrick.vantage	derrick.vantage	04/04/2025 17:37:53		
10114634	DENIED-DEMOGRAPHIC DISCREPANCY AT %s	N	04/04/2025 17:37:53	10032272	I	Y	42	derrick.vantage	derrick.vantage	04/04/2025 17:37:53		
10114635	REVIEW FOR WRITE OFF-UNBILLABLE HOURS	N	04/04/2025 17:37:53	10032272	I	N	80	derrick.vantage	derrick.vantage	04/04/2025 17:37:53		
10114636	CORRECTED CLAIM NEEDED AT %s	N	04/04/2025 17:37:53	10032202	I	Y	35	derrick.vantage	derrick.vantage	04/04/2025 17:37:53		
10114637	MED RECS IN PROCESS	N	04/04/2025 17:37:53	10032202	I	N	57	derrick.vantage	derrick.vantage	04/04/2025 17:37:53		
10114638	PROCESSING AT %s	N	04/04/2025 17:37:53	10032202	I	Y	67	derrick.vantage	derrick.vantage	04/04/2025 17:37:53		
10114639	REPRICING APPEAL SENT TO %s	N	04/04/2025 17:37:53	10032202	I	Y	74	derrick.vantage	derrick.vantage	04/04/2025 17:37:53		
10114640	TIMELY FILING AT %s	N	04/04/2025 17:37:53	10032202	I	Y	85	derrick.vantage	derrick.vantage	04/04/2025 17:37:53		
10114641	APPEAL SENT TO %s	N	04/04/2025 17:37:53	10032202	I	Y	24	derrick.vantage	derrick.vantage	04/04/2025 17:37:53		
10114642	RECOUPMENT DISPUTED AT %s	N	04/04/2025 17:37:53	10032202	I	Y	70	derrick.vantage	derrick.vantage	04/04/2025 17:37:53		
10114643	DENIED-AUDIT AT %s	N	04/04/2025 17:37:53	10032202	I	Y	38	derrick.vantage	derrick.vantage	04/04/2025 17:37:53		
10114644	REVIEW FOR WRITE OFF-MEDICAL NECESSITY	N	04/04/2025 17:37:53	10032202	I	N	79	derrick.vantage	derrick.vantage	04/04/2025 17:37:53		
10114645	RECOUPMENT APPLIED AT %s	N	04/04/2025 17:37:53	10032202	I	Y	69	derrick.vantage	derrick.vantage	04/04/2025 17:37:53		
10114646	APPEAL CONFIRMED AT %s	N	04/04/2025 17:37:53	10032202	I	Y	22	derrick.vantage	derrick.vantage	04/04/2025 17:37:53		
10114647	DENIED-NO AUTH ON FILE AT %s	N	04/04/2025 17:37:53	10032202	I	Y	46	derrick.vantage	derrick.vantage	04/04/2025 17:37:53		
10114648	CLAIM MAILED TO %s	N	04/04/2025 17:37:53	10032202	I	Y	34	derrick.vantage	derrick.vantage	04/04/2025 17:37:53		
10114649	DENIED-POLICY TERMINATED AT %s	N	04/04/2025 17:37:53	10032202	I	Y	48	derrick.vantage	derrick.vantage	04/04/2025 17:37:53		
10114650	MEDICAL RECORDS CONFIRMED AT %s	N	04/04/2025 17:37:53	10032202	I	Y	52	derrick.vantage	derrick.vantage	04/04/2025 17:37:53		
10114651	CLAIM FAXED TO %s	N	04/04/2025 17:37:53	10032202	I	Y	33	derrick.vantage	derrick.vantage	04/04/2025 17:37:53		
10114652	PTM INVOICE 1 SENT	N	04/04/2025 17:37:53	10032202	P	N	62	derrick.vantage	derrick.vantage	04/04/2025 17:37:53		
10114653	RECOUPMENT REQUESTED AT %s	N	04/04/2025 17:37:53	10032202	I	Y	68	derrick.vantage	derrick.vantage	04/04/2025 17:37:53		
10114654	BILLING HOLD-AUTH APPEAL IN PROCESS	N	04/04/2025 17:37:53	10032202	I	N	28	derrick.vantage	derrick.vantage	04/04/2025 17:37:53		
10114655	REVIEW FOR WRITE OFF-CHARGE BALANCE	N	04/04/2025 17:37:53	10032202	I	N	77	derrick.vantage	derrick.vantage	04/04/2025 17:37:53		
10114656	UNDERPAID AT INN %s	N	04/04/2025 17:37:53	10032202	I	Y	86	derrick.vantage	derrick.vantage	04/04/2025 17:37:53		
10114657	DENIED-NOT COVERED BY THIS PAYOR-CONTRACTOR	N	04/04/2025 17:37:53	10032202	I	N	47	derrick.vantage	derrick.vantage	04/04/2025 17:37:53		
10114658	REPRICING APPEAL NEEDED AT %s	N	04/04/2025 17:37:53	10032202	I	Y	73	derrick.vantage	derrick.vantage	04/04/2025 17:37:53		
10114659	MEDICAL RECORDS SENT TO %s	N	04/04/2025 17:37:53	10032202	I	Y	53	derrick.vantage	derrick.vantage	04/04/2025 17:37:53		
10114660	REPRICING APPEAL DENIED AT %s	N	04/04/2025 17:37:53	10032202	I	Y	72	derrick.vantage	derrick.vantage	04/04/2025 17:37:53		
10114661	DENIED CREDENTIALING ISSUE AT %s	N	04/04/2025 17:37:53	10032202	I	Y	41	derrick.vantage	derrick.vantage	04/04/2025 17:37:53		
10114662	PTM INVOICE 2 SENT	N	04/04/2025 17:37:53	10032202	P	N	63	derrick.vantage	derrick.vantage	04/04/2025 17:37:53		
10114663	SENT TO UR FOR INSURANCE AUTH APPEAL DOCUMENTATION	N	04/04/2025 17:37:53	10032202	I	N	84	derrick.vantage	derrick.vantage	04/04/2025 17:37:53		
10114664	PAYMENT INVESTIGATION RESOLVED	N	04/04/2025 17:37:53	10032202	O	N	65	derrick.vantage	derrick.vantage	04/04/2025 17:37:53		
10114665	DENIED-DEMOGRAPHIC DISCREPANCY AT %s	N	04/04/2025 17:37:53	10032202	I	Y	42	derrick.vantage	derrick.vantage	04/04/2025 17:37:53		
10114666	%s CODING ISSUE RESOLVED	N	04/04/2025 17:37:53	10032202	I	Y	91	derrick.vantage	derrick.vantage	04/04/2025 17:37:53		
10114667	MED RECS 2ND LEVEL APPEAL CONFIRMED AT %s	N	04/04/2025 17:37:53	10032202	I	Y	56	derrick.vantage	derrick.vantage	04/04/2025 17:37:53		
10114668	ADMINISTRATIVE ADJUSTMENT	N	04/04/2025 17:37:53	10032202	P	N	21	derrick.vantage	derrick.vantage	04/04/2025 17:37:53		
10114669	SECOND LEVEL APPEAL AT %s	N	04/04/2025 17:37:53	10032202	I	Y	81	derrick.vantage	derrick.vantage	04/04/2025 17:37:53		
10114670	AUTH APPEAL NEEDED AT %s	N	04/04/2025 17:37:53	10032202	I	Y	26	derrick.vantage	derrick.vantage	04/04/2025 17:37:53		
10114671	BENEFITS ISSUE RESOLVED AT %s	N	04/04/2025 17:37:53	10032202	I	Y	27	derrick.vantage	derrick.vantage	04/04/2025 17:37:53		
10114672	UNDERPAID AT OON %s	N	04/04/2025 17:37:53	10032202	I	Y	87	derrick.vantage	derrick.vantage	04/04/2025 17:37:53		
10114673	REVIEW FOR WRITE OFF -DO NOT BILL BENEFITS	N	04/04/2025 17:37:53	10032202	I	N	78	derrick.vantage	derrick.vantage	04/04/2025 17:37:53		
10114674	CREDENTIALING ISSUE RESOLVED AT %s	N	04/04/2025 17:37:53	10032202	I	Y	37	derrick.vantage	derrick.vantage	04/04/2025 17:37:53		
10114675	VOIDED CLAIM SENT TO INSURANCE	N	04/04/2025 17:37:53	10032202	I	N	90	derrick.vantage	derrick.vantage	04/04/2025 17:37:53		
10114676	CREDENTIALING DOCS SENT TO %s	N	04/04/2025 17:37:53	10032202	I	Y	36	derrick.vantage	derrick.vantage	04/04/2025 17:37:53		
10114677	SECONDARY BILLING REVIEW AT %s	N	04/04/2025 17:37:53	10032202	I	Y	82	derrick.vantage	derrick.vantage	04/04/2025 17:37:53		
10114678	APPEAL NEEDED AT %s	N	04/04/2025 17:37:53	10032202	I	Y	23	derrick.vantage	derrick.vantage	04/04/2025 17:37:53		
10114679	REPRICING PAYMENT PENDING AT %s	N	04/04/2025 17:37:53	10032202	I	Y	75	derrick.vantage	derrick.vantage	04/04/2025 17:37:53		
10114680	BILLING HOLD-HOURS	N	04/04/2025 17:37:53	10032202	I	N	30	derrick.vantage	derrick.vantage	04/04/2025 17:37:53		
10114681	REPRICING OF CLAIM IN PROCESS AT %s	N	04/04/2025 17:37:53	10032202	I	Y	71	derrick.vantage	derrick.vantage	04/04/2025 17:37:53		
10114682	DENIED-INSUFFICIENT BENEFITS AT %s	N	04/04/2025 17:37:53	10032202	I	Y	44	derrick.vantage	derrick.vantage	04/04/2025 17:37:53		
10114683	VOIDED CLAIM CONFIRMED AT %s	N	04/04/2025 17:37:53	10032202	I	Y	88	derrick.vantage	derrick.vantage	04/04/2025 17:37:53		
10114684	%s AUTH APPEAL DOCUMENTS AVAILED TO AR TEAM	N	04/04/2025 17:37:53	10032202	I	Y	92	derrick.vantage	derrick.vantage	04/04/2025 17:37:53		
10114685	MEDICAL RECORDS APPEAL  SENT TO %s	N	04/04/2025 17:37:53	10032202	I	Y	55	derrick.vantage	derrick.vantage	04/04/2025 17:37:53		
10114686	BILLING HOLD-INTERIM BILLING	N	04/04/2025 17:37:53	10032202	I	N	32	derrick.vantage	derrick.vantage	04/04/2025 17:37:53		
10114687	DENIED-COORDINATION OF BENEFITS AT %s	N	04/04/2025 17:37:53	10032202	I	Y	40	derrick.vantage	derrick.vantage	04/04/2025 17:37:53		
10114688	DENIED-MEDICAL RECORDS REQUESTED AT %s	N	04/04/2025 17:37:53	10032202	I	Y	45	derrick.vantage	derrick.vantage	04/04/2025 17:37:53		
10114689	REVIEW FOR WRITE OFF-UNBILLABLE HOURS	N	04/04/2025 17:37:53	10032202	I	N	80	derrick.vantage	derrick.vantage	04/04/2025 17:37:53		
10114690	DENIED-DUPLICATE AT %s	N	04/04/2025 17:37:53	10032202	I	Y	43	derrick.vantage	derrick.vantage	04/04/2025 17:37:53		
10114691	DENIED-CODING ISSUE AT %s	N	04/04/2025 17:37:53	10032202	I	Y	39	derrick.vantage	derrick.vantage	04/04/2025 17:37:53		
10114692	RESUBMISSION NEEDED AT %s	N	04/04/2025 17:37:53	10032202	I	Y	76	derrick.vantage	derrick.vantage	04/04/2025 17:37:53		
10114693	MEDICAL RECORDS APPEAL NEEDED AT %s	N	04/04/2025 17:37:53	10032202	I	Y	54	derrick.vantage	derrick.vantage	04/04/2025 17:37:53		
10114694	DNB ADJUSTMENT	N	04/04/2025 17:37:53	10032202	P	N	50	derrick.vantage	derrick.vantage	04/04/2025 17:37:53		
10114695	VOB RECOUPMENT	N	04/04/2025 17:37:53	10032202	P	N	89	derrick.vantage	derrick.vantage	04/04/2025 17:37:53		
10114696	PENDING OFFSET	N	04/04/2025 17:37:53	10032202	I	N	60	derrick.vantage	derrick.vantage	04/04/2025 17:37:53		
10114697	PTM INVOICE 3 SENT	N	04/04/2025 17:37:53	10032202	P	N	64	derrick.vantage	derrick.vantage	04/04/2025 17:37:53		
10114698	PENDING PAYMENT AT %s	N	04/04/2025 17:37:53	10032202	I	Y	59	derrick.vantage	derrick.vantage	04/04/2025 17:37:53		
10114699	PENDING APPEAL LETTER SUBMISSION TO %s	N	04/04/2025 17:37:53	10032202	I	Y	66	derrick.vantage	derrick.vantage	04/04/2025 17:37:53		
10114700	APPROVED TO PAY AT %s	N	04/04/2025 17:37:53	10032202	I	Y	25	derrick.vantage	derrick.vantage	04/04/2025 17:37:53		
10114701	SENT TO PAYMENT INVESTIGATION AT %s	N	04/04/2025 17:37:53	10032202	I	Y	83	derrick.vantage	derrick.vantage	04/04/2025 17:37:53		
10114702	BILLING HOLD-PENDING AUTH	N	04/04/2025 17:37:53	10032202	I	N	31	derrick.vantage	derrick.vantage	04/04/2025 17:37:53		
10114703	PATIENT CONTACT NEEDED AT %s	N	04/04/2025 17:37:53	10032202	I	Y	61	derrick.vantage	derrick.vantage	04/04/2025 17:37:53		
10114704	BILLING HOLD-BENEFITS ISSUE	N	04/04/2025 17:37:53	10032202	I	N	29	derrick.vantage	derrick.vantage	04/04/2025 17:37:53		
10114705	PAID TO MEMBER	N	04/04/2025 17:37:53	10032202	P	N	58	derrick.vantage	derrick.vantage	04/04/2025 17:37:53		
10114706	DENIAL ADJUSTMENT	N	04/04/2025 17:37:53	10032202	P	N	49	derrick.vantage	derrick.vantage	04/04/2025 17:37:53		
10114707	LEVEL 1 APPEAL DENIED AT %s	N	04/04/2025 17:37:53	10032202	I	Y	51	derrick.vantage	derrick.vantage	04/04/2025 17:37:53		
10113290	BILLING HOLD-HOURS	N	04/04/2025 17:38:19	10032172	I	N	26	derrick.vantage	derrick.vantage	03/21/2025 22:02:59		
10113291	SECOND LEVEL APPEAL AT %s	N	04/04/2025 17:38:19	10032172	I	Y	77	derrick.vantage	derrick.vantage	03/21/2025 22:02:59		
10113292	REPRICING APPEAL NEEDED AT %s	N	04/04/2025 17:38:19	10032172	I	Y	69	derrick.vantage	derrick.vantage	03/21/2025 22:02:59		
10113293	UNDERPAID AT OON %s	N	04/04/2025 17:38:19	10032172	I	Y	83	derrick.vantage	derrick.vantage	03/21/2025 22:02:59		
10113294	SECONDARY BILLING REVIEW AT %s	N	04/04/2025 17:38:19	10032172	I	Y	78	derrick.vantage	derrick.vantage	03/21/2025 22:02:59		
10113295	RESUBMISSION NEEDED AT %s	N	04/04/2025 17:38:19	10032172	I	Y	72	derrick.vantage	derrick.vantage	03/21/2025 22:02:59		
10113296	REPRICING APPEAL DENIED AT %s	N	04/04/2025 17:38:19	10032172	I	Y	68	derrick.vantage	derrick.vantage	03/21/2025 22:02:59		
10113297	VOIDED CLAIM SENT TO INSURANCE	N	04/04/2025 17:38:19	10032172	I	N	86	derrick.vantage	derrick.vantage	03/21/2025 22:02:59		
10113298	%s AUTH APPEAL DOCUMENTS AVAILED TO AR TEAM	N	04/04/2025 17:38:19	10032172	I	Y	88	derrick.vantage	derrick.vantage	03/21/2025 22:02:59		
10113299	APPEAL SENT TO %s	N	04/04/2025 17:38:19	10032172	I	Y	20	derrick.vantage	derrick.vantage	03/21/2025 22:02:59		
10113300	BILLING HOLD-PENDING AUTH	N	04/04/2025 17:38:19	10032172	I	N	27	derrick.vantage	derrick.vantage	03/21/2025 22:02:59		
10113301	MEDICAL RECORDS APPEAL  SENT TO %s	N	04/04/2025 17:38:19	10032172	I	Y	51	derrick.vantage	derrick.vantage	03/21/2025 22:02:59		
10113302	BILLING HOLD-AUTH APPEAL IN PROCESS	N	04/04/2025 17:38:19	10032172	I	N	24	derrick.vantage	derrick.vantage	03/21/2025 22:02:59		
10113303	CLAIM FAXED TO %s	N	04/04/2025 17:38:19	10032172	I	Y	29	derrick.vantage	derrick.vantage	03/21/2025 22:02:59		
10113304	SENT TO UR FOR INSURANCE AUTH APPEAL DOCUMENTATION	N	04/04/2025 17:38:19	10032172	I	N	80	derrick.vantage	derrick.vantage	03/21/2025 22:02:59		
10113305	LEVEL 1 APPEAL DENIED AT %s	N	04/04/2025 17:38:19	10032172	I	Y	47	derrick.vantage	derrick.vantage	03/21/2025 22:02:59		
10113306	REPRICING APPEAL SENT TO %s	N	04/04/2025 17:38:19	10032172	I	Y	70	derrick.vantage	derrick.vantage	03/21/2025 22:02:59		
10113307	RECOUPMENT APPLIED AT %s	N	04/04/2025 17:38:19	10032172	I	Y	65	derrick.vantage	derrick.vantage	03/21/2025 22:02:59		
10113308	APPEAL NEEDED AT %s	N	04/04/2025 17:38:19	10032172	I	Y	19	derrick.vantage	derrick.vantage	03/21/2025 22:02:59		
10113309	PAYMENT INVESTIGATION RESOLVED	N	04/04/2025 17:38:19	10032172	O	N	61	derrick.vantage	derrick.vantage	03/21/2025 22:02:59		
10113310	REPRICING OF CLAIM IN PROCESS AT %s	N	04/04/2025 17:38:19	10032172	I	Y	67	derrick.vantage	derrick.vantage	03/21/2025 22:02:59		
10113311	RECOUPMENT DISPUTED AT %s	N	04/04/2025 17:38:19	10032172	I	Y	66	derrick.vantage	derrick.vantage	03/21/2025 22:02:59		
10113312	DENIED-AUDIT AT %s	N	04/04/2025 17:38:19	10032172	I	Y	34	derrick.vantage	derrick.vantage	03/21/2025 22:02:59		
10113313	CREDENTIALING ISSUE RESOLVED AT %s	N	04/04/2025 17:38:19	10032172	I	Y	33	derrick.vantage	derrick.vantage	03/21/2025 22:02:59		
10113314	UNDERPAID AT INN %s	N	04/04/2025 17:38:19	10032172	I	Y	82	derrick.vantage	derrick.vantage	03/21/2025 22:02:59		
10113315	TIMELY FILING AT %s	N	04/04/2025 17:38:19	10032172	I	Y	81	derrick.vantage	derrick.vantage	03/21/2025 22:02:59		
10113316	PTM INVOICE 1 SENT	N	04/04/2025 17:38:19	10032172	P	N	58	derrick.vantage	derrick.vantage	03/21/2025 22:02:59		
10113317	CORRECTED CLAIM NEEDED AT %s	N	04/04/2025 17:38:19	10032172	I	Y	31	derrick.vantage	derrick.vantage	03/21/2025 22:02:59		
10113318	DENIED-DUPLICATE AT %s	N	04/04/2025 17:38:19	10032172	I	Y	39	derrick.vantage	derrick.vantage	03/21/2025 22:02:59		
10113319	PROCESSING AT %s	N	04/04/2025 17:38:19	10032172	I	Y	63	derrick.vantage	derrick.vantage	03/21/2025 22:02:59		
10113320	DENIED-INSUFFICIENT BENEFITS AT %s	N	04/04/2025 17:38:19	10032172	I	Y	40	derrick.vantage	derrick.vantage	03/21/2025 22:02:59		
10113321	DENIAL ADJUSTMENT	N	04/04/2025 17:38:19	10032172	P	N	45	derrick.vantage	derrick.vantage	03/21/2025 22:02:59		
10113322	PENDING PAYMENT AT %s	N	04/04/2025 17:38:19	10032172	I	Y	55	derrick.vantage	derrick.vantage	03/21/2025 22:02:59		
10113323	BILLING HOLD-INTERIM BILLING	N	04/04/2025 17:38:19	10032172	I	N	28	derrick.vantage	derrick.vantage	03/21/2025 22:02:59		
10113324	DENIED-MEDICAL RECORDS REQUESTED AT %s	N	04/04/2025 17:38:19	10032172	I	Y	41	derrick.vantage	derrick.vantage	03/21/2025 22:02:59		
10113325	DNB ADJUSTMENT	N	04/04/2025 17:38:19	10032172	P	N	46	derrick.vantage	derrick.vantage	03/21/2025 22:02:59		
10113326	BENEFITS ISSUE RESOLVED AT %s	N	04/04/2025 17:38:19	10032172	I	Y	23	derrick.vantage	derrick.vantage	03/21/2025 22:02:59		
10113327	CREDENTIALING DOCS SENT TO %s	N	04/04/2025 17:38:19	10032172	I	Y	32	derrick.vantage	derrick.vantage	03/21/2025 22:02:59		
10113328	DENIED CREDENTIALING ISSUE AT %s	N	04/04/2025 17:38:19	10032172	I	Y	37	derrick.vantage	derrick.vantage	03/21/2025 22:02:59		
10113329	REVIEW FOR WRITE OFF-UNBILLABLE HOURS	N	04/04/2025 17:38:19	10032172	I	N	76	derrick.vantage	derrick.vantage	03/21/2025 22:02:59		
10113330	BILLING HOLD-BENEFITS ISSUE	N	04/04/2025 17:38:19	10032172	I	N	25	derrick.vantage	derrick.vantage	03/21/2025 22:02:59		
10113331	ADMINISTRATIVE ADJUSTMENT	N	04/04/2025 17:38:19	10032172	P	N	17	derrick.vantage	derrick.vantage	03/21/2025 22:02:59		
10113332	MEDICAL RECORDS CONFIRMED AT %s	N	04/04/2025 17:38:19	10032172	I	Y	48	derrick.vantage	derrick.vantage	03/21/2025 22:02:59		
10113333	VOB RECOUPMENT	N	04/04/2025 17:38:19	10032172	P	N	85	derrick.vantage	derrick.vantage	03/21/2025 22:02:59		
10113334	DENIED-DEMOGRAPHIC DISCREPANCY AT %s	N	04/04/2025 17:38:19	10032172	I	Y	38	derrick.vantage	derrick.vantage	03/21/2025 22:02:59		
10113335	RECOUPMENT REQUESTED AT %s	N	04/04/2025 17:38:19	10032172	I	Y	64	derrick.vantage	derrick.vantage	03/21/2025 22:02:59		
10113336	SENT TO PAYMENT INVESTIGATION AT %s	N	04/04/2025 17:38:19	10032172	I	Y	79	derrick.vantage	derrick.vantage	03/21/2025 22:02:59		
10113337	PENDING OFFSET	N	04/04/2025 17:38:19	10032172	I	N	56	derrick.vantage	derrick.vantage	03/21/2025 22:02:59		
10113338	REVIEW FOR WRITE OFF-CHARGE BALANCE	N	04/04/2025 17:38:19	10032172	I	N	73	derrick.vantage	derrick.vantage	03/21/2025 22:02:59		
10113339	AUTH APPEAL NEEDED AT %s	N	04/04/2025 17:38:19	10032172	I	Y	22	derrick.vantage	derrick.vantage	03/21/2025 22:02:59		
10113340	DENIED-POLICY TERMINATED AT %s	N	04/04/2025 17:38:19	10032172	I	Y	44	derrick.vantage	derrick.vantage	03/21/2025 22:02:59		
10113341	MED RECS 2ND LEVEL APPEAL CONFIRMED AT %s	N	04/04/2025 17:38:19	10032172	I	Y	52	derrick.vantage	derrick.vantage	03/21/2025 22:02:59		
10113342	PTM INVOICE 2 SENT	N	04/04/2025 17:38:19	10032172	P	N	59	derrick.vantage	derrick.vantage	03/21/2025 22:02:59		
10113343	REPRICING PAYMENT PENDING AT %s	N	04/04/2025 17:38:19	10032172	I	Y	71	derrick.vantage	derrick.vantage	03/21/2025 22:02:59		
10113344	MED RECS IN PROCESS	N	04/04/2025 17:38:19	10032172	I	N	53	derrick.vantage	derrick.vantage	03/21/2025 22:02:59		
10113345	PATIENT CONTACT NEEDED AT %s	N	04/04/2025 17:38:19	10032172	I	Y	57	derrick.vantage	derrick.vantage	03/21/2025 22:02:59		
10113347	DENIED-NO AUTH ON FILE AT %s	N	04/04/2025 17:38:19	10032172	I	Y	42	derrick.vantage	derrick.vantage	03/21/2025 22:02:59		
10113348	REVIEW FOR WRITE OFF-MEDICAL NECESSITY	N	04/04/2025 17:38:19	10032172	I	N	75	derrick.vantage	derrick.vantage	03/21/2025 22:02:59		
10113349	REVIEW FOR WRITE OFF -DO NOT BILL BENEFITS	N	04/04/2025 17:38:19	10032172	I	N	74	derrick.vantage	derrick.vantage	03/21/2025 22:02:59		
