instance_key,customer_account,customer_name,report_name,report_id,run_http_status,run_api_status,identifier,run_status_message,run_retries,db_updated,fetch_http_status,fetch_api_status,fetch_status_message,fetch_retries,rows_fetched,file_written
vantage,10035136,LIAH WELLNESS CENTER LLC,USER_TIME_SPREAD,10062065,200,SUCCESS,14503113,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,1,TRUE,200,SUCCESS,Results successfully retrieved.,0,5420,TRUE
enhance_health,10023994,"ENHANCE HEALTH GROUP, LLC",DENIAL_TRENDS,10078463,200,SUCCESS,14503115,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,3,TRUE,200,NO_DATA,This report was unable to complete and has timed out. Please modify your filters and try again.,0,0,TRUE
vantage,10035138,LIAH WELLNESS SERVICES PLLC,USER_TIME_SPREAD,10062065,200,SUCCESS,14503128,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,1,TRUE,200,SUCCESS,Results successfully retrieved.,0,18,TRUE
vantage,10035139,THE BRIDGES OF HOUSTON LLC,USER_TIME_SPREAD,10062065,200,SUCCESS,14503130,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,0,TRUE,200,SUCCESS,Results successfully retrieved.,0,4590,TRUE
vantage,10031998,1 SOLUTION WELLNESS,WRITE_OFF_TREND,10062066,200,SUCCESS,14503140,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,1,TRUE,200,SUCCESS,Results successfully retrieved.,0,8082,TRUE
vantage,10032271,AMITY SAN DIEGO,WRITE_OFF_TREND,10062066,200,SUCCESS,14503150,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,1,TRUE,200,SUCCESS,Results successfully retrieved.,0,7584,TRUE
vantage,10032272,NORTHRIDGE ADDICTION TREATMENT CENTERS,WRITE_OFF_TREND,10062066,200,SUCCESS,14503160,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,1,TRUE,200,SUCCESS,Results successfully retrieved.,0,850,TRUE
vantage,10034661,PASSAGE TO RECOVERY,WRITE_OFF_TREND,10062066,200,SUCCESS,14503170,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,1,TRUE,200,SUCCESS,Results successfully retrieved.,0,1228,TRUE
vantage,10034812,SAN DIEGO WELLNESS,WRITE_OFF_TREND,10062066,200,SUCCESS,14503182,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,1,TRUE,200,SUCCESS,Results successfully retrieved.,0,512,TRUE
vantage,10034187,THE TRINITY WELLNESS GROUP,WRITE_OFF_TREND,10062066,200,SUCCESS,14503192,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,1,TRUE,200,SUCCESS,Results successfully retrieved.,0,1071,TRUE
vantage,10032876,AMITY PALM BEACH,WRITE_OFF_TREND,10062066,200,SUCCESS,14503194,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,0,TRUE,200,SUCCESS,Results successfully retrieved.,0,5269,TRUE
vantage,10035136,LIAH WELLNESS CENTER LLC,WRITE_OFF_TREND,10062066,200,SUCCESS,14503204,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,1,TRUE,200,SUCCESS,Results successfully retrieved.,0,727,TRUE
vantage,10035138,LIAH WELLNESS SERVICES PLLC,WRITE_OFF_TREND,10062066,200,SUCCESS,14503205,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,0,TRUE,200,NO_DATA,"The report completed successfully, but no records were found matching the criteria used.",0,0,TRUE
vantage,10035139,THE BRIDGES OF HOUSTON LLC,WRITE_OFF_TREND,10062066,200,SUCCESS,14503207,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,0,TRUE,200,SUCCESS,Results successfully retrieved.,0,667,TRUE
vantage,10031998,1 SOLUTION WELLNESS,PDR3_CALCULATOR,10085814,200,SUCCESS,14503208,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,0,TRUE,200,SUCCESS,Results successfully retrieved.,0,27035,TRUE
vantage,10032271,AMITY SAN DIEGO,PDR3_CALCULATOR,10085814,200,SUCCESS,14503245,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,4,TRUE,200,SUCCESS,Results successfully retrieved.,0,19862,TRUE
vantage,10032272,NORTHRIDGE ADDICTION TREATMENT CENTERS,PDR3_CALCULATOR,10085814,200,SUCCESS,14503272,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,3,TRUE,200,SUCCESS,Results successfully retrieved.,0,2463,TRUE
vantage,10034661,PASSAGE TO RECOVERY,PDR3_CALCULATOR,10085814,200,SUCCESS,14503274,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,0,TRUE,200,SUCCESS,Results successfully retrieved.,0,3727,TRUE
vantage,10034812,SAN DIEGO WELLNESS,PDR3_CALCULATOR,10085814,200,SUCCESS,14503284,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,1,TRUE,200,SUCCESS,Results successfully retrieved.,0,1428,TRUE
vantage,10034187,THE TRINITY WELLNESS GROUP,PDR3_CALCULATOR,10085814,200,SUCCESS,14503287,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,0,TRUE,200,SUCCESS,Results successfully retrieved.,0,3072,TRUE
vantage,10032876,AMITY PALM BEACH,PDR3_CALCULATOR,10085814,200,SUCCESS,14503297,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,1,TRUE,200,SUCCESS,Results successfully retrieved.,0,18492,TRUE
enhance_health,10026559,10026559,DENIAL_TRENDS,10078463,200,SUCCESS,14503307,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,20,TRUE,200,SUCCESS,Results successfully retrieved.,0,17932,TRUE
vantage,10035136,LIAH WELLNESS CENTER LLC,PDR3_CALCULATOR,10085814,200,SUCCESS,14503313,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,2,TRUE,200,SUCCESS,Results successfully retrieved.,0,1636,TRUE
vantage,10035138,LIAH WELLNESS SERVICES PLLC,PDR3_CALCULATOR,10085814,200,SUCCESS,14503314,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,0,TRUE,200,NO_DATA,"The report completed successfully, but no records were found matching the criteria used.",0,0,TRUE
vantage,10035139,THE BRIDGES OF HOUSTON LLC,PDR3_CALCULATOR,10085814,200,SUCCESS,14503315,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,0,TRUE,200,SUCCESS,Results successfully retrieved.,0,1392,TRUE
vantage,10031998,1 SOLUTION WELLNESS,REV_REC_CHARGES,10085817,200,SUCCESS,14503317,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,0,TRUE,200,SUCCESS,Results successfully retrieved.,0,5169,TRUE
vantage,10032271,AMITY SAN DIEGO,REV_REC_CHARGES,10085817,200,SUCCESS,14503333,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,2,TRUE,200,SUCCESS,Results successfully retrieved.,0,5105,TRUE
vantage,10032272,NORTHRIDGE ADDICTION TREATMENT CENTERS,REV_REC_CHARGES,10085817,200,SUCCESS,14503337,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,1,TRUE,200,SUCCESS,Results successfully retrieved.,0,605,TRUE
enhance_health,10028395,CK FAMILY THERAPY,PAYMENT_TREND,10078516,200,SUCCESS,14503338,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,4,TRUE,200,NO_DATA,This report was unable to complete and has timed out. Please modify your filters and try again.,0,0,TRUE
vantage,10034661,PASSAGE TO RECOVERY,REV_REC_CHARGES,10085817,200,SUCCESS,14503344,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,1,TRUE,200,SUCCESS,Results successfully retrieved.,0,1208,TRUE
vantage,10034812,SAN DIEGO WELLNESS,REV_REC_CHARGES,10085817,200,SUCCESS,14503350,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,1,TRUE,200,SUCCESS,Results successfully retrieved.,0,774,TRUE
vantage,10034187,THE TRINITY WELLNESS GROUP,REV_REC_CHARGES,10085817,200,SUCCESS,14503356,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,1,TRUE,200,SUCCESS,Results successfully retrieved.,0,1166,TRUE
vantage,10032876,AMITY PALM BEACH,REV_REC_CHARGES,10085817,200,SUCCESS,14503359,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,1,TRUE,200,SUCCESS,Results successfully retrieved.,0,3916,TRUE
vantage,10035136,LIAH WELLNESS CENTER LLC,REV_REC_CHARGES,10085817,200,SUCCESS,14503361,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,1,TRUE,200,SUCCESS,Results successfully retrieved.,0,800,TRUE
vantage,10035138,LIAH WELLNESS SERVICES PLLC,REV_REC_CHARGES,10085817,200,SUCCESS,14503366,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,1,TRUE,200,NO_DATA,"The report completed successfully, but no records were found matching the criteria used.",0,0,TRUE
vantage,10035139,THE BRIDGES OF HOUSTON LLC,REV_REC_CHARGES,10085817,200,SUCCESS,14503367,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,0,TRUE,200,SUCCESS,Results successfully retrieved.,0,737,TRUE
vantage,10031998,1 SOLUTION WELLNESS,REV_REC_PAYMENTS,10085815,200,SUCCESS,14503370,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,1,TRUE,200,SUCCESS,Results successfully retrieved.,0,27035,TRUE
vantage,10032271,AMITY SAN DIEGO,REV_REC_PAYMENTS,10085815,200,SUCCESS,14503394,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,4,TRUE,200,SUCCESS,Results successfully retrieved.,0,19862,TRUE
vantage,10032272,NORTHRIDGE ADDICTION TREATMENT CENTERS,REV_REC_PAYMENTS,10085815,200,SUCCESS,14503415,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,3,TRUE,200,SUCCESS,Results successfully retrieved.,0,2463,TRUE
vantage,10034661,PASSAGE TO RECOVERY,REV_REC_PAYMENTS,10085815,200,SUCCESS,14503416,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,0,TRUE,200,SUCCESS,Results successfully retrieved.,0,3727,TRUE
vantage,10034812,SAN DIEGO WELLNESS,REV_REC_PAYMENTS,10085815,200,SUCCESS,14503427,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,1,TRUE,200,SUCCESS,Results successfully retrieved.,0,1428,TRUE
vantage,10034187,THE TRINITY WELLNESS GROUP,REV_REC_PAYMENTS,10085815,200,SUCCESS,14503430,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,0,TRUE,200,SUCCESS,Results successfully retrieved.,0,3072,TRUE
vantage,10032876,AMITY PALM BEACH,REV_REC_PAYMENTS,10085815,200,SUCCESS,14503442,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,1,TRUE,200,SUCCESS,Results successfully retrieved.,0,18492,TRUE
vantage,10035136,LIAH WELLNESS CENTER LLC,REV_REC_PAYMENTS,10085815,200,SUCCESS,14503457,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,2,TRUE,200,SUCCESS,Results successfully retrieved.,0,1636,TRUE
vantage,10035138,LIAH WELLNESS SERVICES PLLC,REV_REC_PAYMENTS,10085815,200,SUCCESS,14503459,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,0,TRUE,200,NO_DATA,"The report completed successfully, but no records were found matching the criteria used.",0,0,TRUE
vantage,10035139,THE BRIDGES OF HOUSTON LLC,REV_REC_PAYMENTS,10085815,200,SUCCESS,14503460,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,0,TRUE,200,SUCCESS,Results successfully retrieved.,0,1392,TRUE
enhance_health,10026936,EDEN BY ENHANCE,PAYMENT_TREND,10078516,200,SUCCESS,14503466,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,20,TRUE,200,SUCCESS,Results successfully retrieved.,0,11370,TRUE
enhance_health,10026716,"EMBRACE TREATMENT, LLC",PAYMENT_TREND,10078516,200,SUCCESS,14503481,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,2,TRUE,200,SUCCESS,Results successfully retrieved.,0,21406,TRUE
enhance_health,10023994,"ENHANCE HEALTH GROUP, LLC",PAYMENT_TREND,10078516,200,SUCCESS,14503491,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,4,TRUE,200,NO_DATA,An unexpected error prevented your report from being processed.,0,0,TRUE
enhance_health,10026559,10026559,PAYMENT_TREND,10078516,200,SUCCESS,14503579,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,20,TRUE,200,SUCCESS,Results successfully retrieved.,0,23718,TRUE
enhance_health,10028395,CK FAMILY THERAPY,RCM_PRODUCTIVITY,10066805,200,SUCCESS,14503621,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,6,TRUE,200,SUCCESS,Results successfully retrieved.,0,1928,TRUE
enhance_health,10026936,EDEN BY ENHANCE,RCM_PRODUCTIVITY,10066805,200,SUCCESS,14503627,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,1,TRUE,200,SUCCESS,Results successfully retrieved.,0,568,TRUE
enhance_health,10026716,"EMBRACE TREATMENT, LLC",RCM_PRODUCTIVITY,10066805,200,SUCCESS,14503637,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,1,TRUE,200,SUCCESS,Results successfully retrieved.,0,650,TRUE
enhance_health,10023994,"ENHANCE HEALTH GROUP, LLC",RCM_PRODUCTIVITY,10066805,200,SUCCESS,14503649,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,1,TRUE,200,SUCCESS,Results successfully retrieved.,0,11482,TRUE
enhance_health,10026559,10026559,RCM_PRODUCTIVITY,10066805,200,SUCCESS,14503693,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,6,TRUE,200,SUCCESS,Results successfully retrieved.,0,1090,TRUE
enhance_health,10028395,CK FAMILY THERAPY,USER_TIME_SPREAD,10078520,200,SUCCESS,14503703,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,1,TRUE,200,NO_DATA,"The report completed successfully, but no records were found matching the criteria used.",0,0,FALSE
enhance_health,10026936,EDEN BY ENHANCE,USER_TIME_SPREAD,10078520,200,SUCCESS,14503704,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,0,TRUE,200,NO_DATA,"The report completed successfully, but no records were found matching the criteria used.",0,0,FALSE
enhance_health,10026716,"EMBRACE TREATMENT, LLC",USER_TIME_SPREAD,10078520,200,SUCCESS,14503707,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,0,TRUE,200,NO_DATA,"The report completed successfully, but no records were found matching the criteria used.",0,0,FALSE
enhance_health,10023994,"ENHANCE HEALTH GROUP, LLC",USER_TIME_SPREAD,10078520,200,SUCCESS,14503708,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,0,TRUE,200,NO_DATA,"The report completed successfully, but no records were found matching the criteria used.",0,0,FALSE
enhance_health,10026559,10026559,USER_TIME_SPREAD,10078520,200,SUCCESS,14503709,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,0,TRUE,200,NO_DATA,"The report completed successfully, but no records were found matching the criteria used.",0,0,FALSE
enhance_health,10028395,CK FAMILY THERAPY,WRITE_OFF_TREND,10078521,200,SUCCESS,14503710,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,0,TRUE,200,SUCCESS,Results successfully retrieved.,0,18941,TRUE
enhance_health,10026936,EDEN BY ENHANCE,WRITE_OFF_TREND,10078521,200,SUCCESS,14503715,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,1,TRUE,200,SUCCESS,Results successfully retrieved.,0,5345,TRUE
enhance_health,10026716,"EMBRACE TREATMENT, LLC",WRITE_OFF_TREND,10078521,200,SUCCESS,14503719,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,1,TRUE,200,SUCCESS,Results successfully retrieved.,0,8545,TRUE
enhance_health,10023994,"ENHANCE HEALTH GROUP, LLC",WRITE_OFF_TREND,10078521,200,SUCCESS,14503725,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,1,TRUE,200,SUCCESS,Results successfully retrieved.,0,112157,TRUE
enhance_health,10026559,10026559,WRITE_OFF_TREND,10078521,200,SUCCESS,14503756,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,5,TRUE,200,SUCCESS,Results successfully retrieved.,0,9459,TRUE
enhance_health,10028395,CK FAMILY THERAPY,PDR3_CALCULATOR,10078522,200,SUCCESS,14503760,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,1,TRUE,200,SUCCESS,Results successfully retrieved.,0,17023,TRUE
enhance_health,10026936,EDEN BY ENHANCE,PDR3_CALCULATOR,10078522,200,SUCCESS,14503763,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,1,TRUE,200,SUCCESS,Results successfully retrieved.,0,4572,TRUE
enhance_health,10026716,"EMBRACE TREATMENT, LLC",PDR3_CALCULATOR,10078522,200,SUCCESS,14503768,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,1,TRUE,200,SUCCESS,Results successfully retrieved.,0,6803,TRUE
enhance_health,10023994,"ENHANCE HEALTH GROUP, LLC",PDR3_CALCULATOR,10078522,200,SUCCESS,14503771,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,1,TRUE,200,SUCCESS,Results successfully retrieved.,0,98840,TRUE
enhance_health,10026559,10026559,PDR3_CALCULATOR,10078522,200,SUCCESS,14503782,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,4,TRUE,200,SUCCESS,Results successfully retrieved.,0,9160,TRUE
enhance_health,10028395,CK FAMILY THERAPY,REV_REC_CHARGES,10078523,200,SUCCESS,14503786,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,1,TRUE,200,SUCCESS,Results successfully retrieved.,0,15184,TRUE
enhance_health,10026936,EDEN BY ENHANCE,REV_REC_CHARGES,10078523,200,SUCCESS,14503793,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,2,TRUE,200,SUCCESS,Results successfully retrieved.,0,4095,TRUE
enhance_health,10026716,"EMBRACE TREATMENT, LLC",REV_REC_CHARGES,10078523,200,SUCCESS,14503796,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,1,TRUE,200,SUCCESS,Results successfully retrieved.,0,5273,TRUE
enhance_health,10023994,"ENHANCE HEALTH GROUP, LLC",REV_REC_CHARGES,10078523,200,SUCCESS,14503801,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,1,TRUE,200,SUCCESS,Results successfully retrieved.,0,81898,TRUE
enhance_health,10026559,10026559,REV_REC_CHARGES,10078523,200,SUCCESS,14503842,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,6,TRUE,200,SUCCESS,Results successfully retrieved.,0,8311,TRUE
enhance_health,10028395,CK FAMILY THERAPY,REV_REC_PAYMENTS,10078524,200,SUCCESS,14503850,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,1,TRUE,200,NO_DATA,"The report completed successfully, but no records were found matching the criteria used.",0,0,FALSE
enhance_health,10026936,EDEN BY ENHANCE,REV_REC_PAYMENTS,10078524,200,SUCCESS,14503851,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,0,TRUE,200,NO_DATA,"The report completed successfully, but no records were found matching the criteria used.",0,0,FALSE
enhance_health,10026716,"EMBRACE TREATMENT, LLC",REV_REC_PAYMENTS,10078524,200,SUCCESS,14503853,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,0,TRUE,200,NO_DATA,"The report completed successfully, but no records were found matching the criteria used.",0,0,FALSE
enhance_health,10023994,"ENHANCE HEALTH GROUP, LLC",REV_REC_PAYMENTS,10078524,200,SUCCESS,14503854,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,0,TRUE,200,NO_DATA,"The report completed successfully, but no records were found matching the criteria used.",0,0,FALSE
enhance_health,10026559,10026559,REV_REC_PAYMENTS,10078524,200,SUCCESS,14503856,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,0,TRUE,200,NO_DATA,"The report completed successfully, but no records were found matching the criteria used.",0,0,FALSE
